id,age,name,club,nationality,position,preferred_foot,release_clause,value,wage
184484,28,G. Sigurðsson,Everton,Iceland,CAM,Right,42800000.0,22500000.0,125000.0
184431,31,S. Giovinco,Toronto FC,Italy,CF,Right,30000000.0,20000000.0,15000.0
184200,29,M. Arnautović,West Ham United,Austria,LS,Right,41800000.0,22000000.0,120000.0
184144,30,N. Gaitán,Dalian YiFang FC,Argentina,CAM,Left,45200000.0,21000000.0,22000.0
183711,28,J. Henderson,Liverpool,England,RCM,Right,34200000.0,18000000.0,125000.0
183574,30,M. Kruse,SV Werder Bremen,Germany,ST,Left,36600000.0,21500000.0,45000.0
183498,33,M. Parolo,Lazio,Italy,RDM,Right,15300000.0,9000000.0,59000.0
183376,29,L. Fejsa,SL Benfica,Serbia,CDM,Right,34000000.0,17000000.0,18000.0
183280,32,A. Rami,Olympique de Marseille,France,RCB,Right,23800000.0,12500000.0,57000.0
181786,32,V. Ćorluka,Lokomotiv Moscow,Croatia,LCB,Right,26300000.0,12500000.0,1000.0
181291,27,G. Wijnaldum,Liverpool,Netherlands,CAM,Right,43700000.0,23000000.0,130000.0
179847,31,F. Fazio,Roma,Argentina,LCB,Right,25500000.0,15000000.0,73000.0
178509,31,O. Giroud,Chelsea,France,ST,Left,37000000.0,20000000.0,140000.0
173521,31,Marcano,Roma,Spain,CB,Left,25500000.0,15000000.0,73000.0
171897,31,A. Guardado,Real Betis,Mexico,CM,Left,39900000.0,19000000.0,35000.0
170481,31,E. Garay,Valencia CF,Argentina,RCB,Right,31500000.0,15000000.0,44000.0
168530,32,Jardel,SL Benfica,Brazil,LCB,Right,25000000.0,12500000.0,17000.0
168435,31,S. Sirigu,Torino,Italy,GK,Right,23000000.0,13500000.0,45000.0
168354,32,E. Viviano,Sporting CP,Italy,GK,Left,25000000.0,12500000.0,15000.0
165229,32,L. Koscielny,Arsenal,France,CB,Right,23800000.0,12500000.0,115000.0
163489,31,A. Consigli,Sassuolo,Italy,GK,Right,23000000.0,13500000.0,52000.0
158963,32,L. Biglia,Milan,Argentina,CDM,Right,21300000.0,12500000.0,98000.0
146530,35,Dani Alves,Paris Saint-Germain,Brazil,RB,Right,8900000.0,4800000.0,62000.0
113422,36,David Villa,New York City FC,Spain,ST,Right,12000000.0,8000000.0,12000.0
106231,37,Aduriz,Athletic Club de Bilbao,Spain,ST,Right,16800000.0,8000000.0,29000.0
48940,36,P. Čech,Arsenal,Czech Republic,GK,Left,5700000.0,3000000.0,60000.0
5479,37,Casillas,FC Porto,Spain,GK,Left,3000000.0,1500000.0,10000.0
231677,20,M. Rashford,Manchester United,England,LW,Right,55400000.0,27000000.0,110000.0
230271,30,Laure Santeiro,Fluminense,Brazil,CAM,Left,32299999.999999996,17000000.0,40000.0
229906,20,L. Bailey,Bayer 04 Leverkusen,Jamaica,LM,Left,50400000.0,26500000.0,54000.0
229237,22,M. Akanji,Borussia Dortmund,Switzerland,LCB,Right,39900000.0,21000000.0,49000.0
228702,21,F. de Jong,Ajax,Netherlands,LDM,Right,41600000.0,26000000.0,19000.0
227928,24,Nélson Semedo,FC Barcelona,Portugal,RB,Right,42500000.0,20000000.0,125000.0
226456,22,Pablo Fornals,Villarreal CF,Spain,CAM,Right,52200000.0,24000000.0,36000.0
226271,22,Fabián,Napoli,Spain,LM,Left,49400000.0,26000000.0,64000.0
225508,24,E. Bailly,Manchester United,Ivory Coast,CB,Right,43100000.0,21000000.0,105000.0
222509,21,Dani Ceballos,Real Madrid,Spain,LCM,Right,56300000.0,25000000.0,120000.0
221992,22,H. Lozano,PSV,Mexico,LS,Right,35400000.0,24000000.0,22000.0
216475,30,Morales,Levante UD,Spain,LS,Right,35700000.0,17000000.0,33000.0
216451,26,J. Seri,Fulham,Ivory Coast,LDM,Right,40500000.0,20500000.0,73000.0
216409,24,M. Politano,Inter,Italy,RM,Left,,22500000.0,57000.0
216352,25,M. Brozović,Inter,Croatia,LDM,Right,32799999.999999996,18500000.0,64000.0
216201,24,Williams,Athletic Club de Bilbao,Spain,LW,Right,56400000.0,24500000.0,31000.0
214997,23,A. Correa,Atlético Madrid,Argentina,RM,Right,55100000.0,24500000.0,54000.0
213661,22,A. Christensen,Chelsea,Denmark,LCB,Right,44100000.0,21500000.0,91000.0
212814,25,João Mário,Inter,Portugal,CAM,Right,39900000.0,22500000.0,71000.0
212151,23,T. Strakosha,Lazio,Albania,GK,Right,30200000.0,17000000.0,36000.0
210864,24,E. Hysaj,Napoli,Albania,RB,Right,35500000.0,20000000.0,58000.0
210406,24,P. Zieliński,Napoli,Poland,RCM,Right,46600000.0,24500000.0,64000.0
210243,24,Ricardo Pereira,Leicester City,Portugal,RB,Right,37500000.0,19000000.0,64000.0
210035,22,Grimaldo,SL Benfica,Spain,LB,Left,45100000.0,20500000.0,14000.0
209889,24,R. Guerreiro,Borussia Dortmund,Portugal,LM,Left,42600000.0,24000000.0,54000.0
208135,25,A. Doucouré,Watford,France,RDM,Right,38500000.0,19500000.0,60000.0
207877,25,J. Martínez,Atlanta United,Venezuela,LS,Right,35400000.0,22500000.0,14000.0
207664,31,C. Bacca,Villarreal CF,Colombia,LS,Right,33600000.0,16000000.0,45000.0
206467,25,A. Plea,Borussia Mönchengladbach,France,LW,Right,39100000.0,22000000.0,40000.0
205923,25,B. Davies,Tottenham Hotspur,Wales,LB,Left,35600000.0,18500000.0,87000.0
205362,25,M. Nastasić,FC Schalke 04,Serbia,LCB,Left,32799999.999999996,18500000.0,36000.0
205175,24,A. Milik,Napoli,Poland,CF,Left,48500000.0,25500000.0,71000.0
204923,24,M. Sabitzer,RB Leipzig,Austria,LM,Right,39900000.0,22500000.0,54000.0
204884,23,B. Mendy,Manchester City,France,LB,Left,38500000.0,20000000.0,105000.0
204024,27,C. Kramer,Borussia Mönchengladbach,Germany,CDM,Right,30200000.0,17000000.0,35000.0
203890,26,S. Vrsaljko,Inter,Croatia,RB,Right,,18000000.0,57000.0
203486,25,T. Hazard,Borussia Mönchengladbach,Belgium,RW,Right,38200000.0,21500000.0,40000.0
202857,28,K. Bellarabi,Bayer 04 Leverkusen,Germany,RM,Right,30600000.0,18000000.0,76000.0
202685,27,S. Zaza,Torino,Italy,RS,Left,,21000000.0,48000.0
201454,27,F. Ghoulam,Napoli,Algeria,LB,Left,29300000.0,16500000.0,68000.0
200726,27,B. Lecomte,Montpellier HSC,France,GK,Left,31100000.0,15000000.0,27000.0
200647,30,J. Iličić,Atalanta,Slovenia,CAM,Left,28900000.0,17000000.0,41000.0
200610,25,K. Volland,Bayer 04 Leverkusen,Germany,ST,Left,39100000.0,22000000.0,76000.0
200454,24,Paco Alcácer,Borussia Dortmund,Spain,ST,Right,41700000.0,23500000.0,59000.0
199715,28,Vitolo,Atlético Madrid,Spain,LM,Right,36900000.0,18000000.0,65000.0
199503,25,G. Xhaka,Arsenal,Switzerland,LDM,Left,43500000.0,22000000.0,115000.0
199434,29,D. Tadić,Ajax,Serbia,LAM,Left,24500000.0,17500000.0,26000.0
199042,29,C. Aránguiz,Bayer 04 Leverkusen,Chile,LDM,Right,28900000.0,17000000.0,76000.0
196889,25,S. Verdi,Napoli,Italy,RW,Left,33200000.000000004,19500000.0,77000.0
195086,28,D. Lovren,Liverpool,Croatia,RCB,Right,31600000.0,16000000.0,115000.0
193532,30,G. Medel,Beşiktaş JK,Chile,RCB,Right,24700000.0,13000000.0,56000.0
193348,26,X. Shaqiri,Liverpool,Switzerland,CAM,Left,36100000.0,19000000.0,130000.0
193165,25,J. Corona,FC Porto,Mexico,RM,Right,44600000.0,21500000.0,18000.0
193105,25,A. Areola,Paris Saint-Germain,France,GK,Right,31800000.0,16500000.0,61000.0
192641,26,K. Vogt,TSG 1899 Hoffenheim,Germany,CB,Right,31100000.0,17500000.0,42000.0
191740,28,Ander Herrera,Manchester United,Spain,CM,Right,32400000.0,17500000.0,140000.0
190972,27,E. Salvio,SL Benfica,Argentina,RW,Right,37000000.0,18500000.0,19000.0
190813,25,S. El Shaarawy,Roma,Italy,LM,Right,37300000.0,21000000.0,77000.0
189881,28,C. Smalling,Manchester United,England,RCB,Right,30800000.0,16000000.0,130000.0
189362,31,Hulk,Shanghai SIPG FC,Brazil,RCM,Left,34100000.0,15500000.0,25000.0
189358,29,S. Kagawa,Borussia Dortmund,Japan,CAM,Right,29800000.0,17500000.0,65000.0
188988,25,M. Lanzini,West Ham United,Argentina,CAM,Right,45400000.0,23000000.0,90000.0
187491,28,F. Smolov,Lokomotiv Moscow,Russia,ST,Right,38900000.0,18500000.0,1000.0
187072,29,L. Stindl,Borussia Mönchengladbach,Germany,CF,Right,30600000.0,18000000.0,43000.0
185239,28,O. Toprak,Borussia Dortmund,Turkey,CB,Right,28400000.0,16000000.0,59000.0
183900,29,D. Perotti,Roma,Argentina,LW,Right,29800000.0,17500000.0,84000.0
182494,32,F. Muslera,Galatasaray SK,Uruguay,GK,Right,19000000.0,10000000.0,52000.0
179784,30,B. Höwedes,Lokomotiv Moscow,Germany,RCB,Right,27300000.0,13000000.0,1000.0
179645,29,S. Kjær,Sevilla FC,Denmark,RCB,Right,29400000.0,14000000.0,23000.0
177458,29,S. Bender,Bayer 04 Leverkusen,Germany,LCB,Right,23800000.0,14000000.0,69000.0
177326,33,M. Valbuena,Fenerbahçe SK,France,LM,Right,20900000.0,11000000.0,86000.0
175379,31,Pedro León,SD Eibar,Spain,RM,Right,32600000.0,15500000.0,32000.0
173909,31,K. Boateng,Sassuolo,Ghana,CM,Right,25500000.0,15000000.0,65000.0
173771,33,L. Piszczek,Borussia Dortmund,Poland,RB,Right,11900000.0,7000000.0,57000.0
173221,31,A. Candreva,Inter,Italy,RM,Right,26400000.0,15500000.0,74000.0
172522,29,D. Wass,Valencia CF,Denmark,RB,Right,35700000.0,17000000.0,46000.0
170368,26,E. Lamela,Tottenham Hotspur,Argentina,RM,Left,40400000.0,21000000.0,105000.0
169595,27,D. Rose,Tottenham Hotspur,England,LB,Left,26800000.0,14500000.0,92000.0
169416,29,C. Vela,Los Angeles FC,Mexico,RW,Left,26300000.0,17500000.0,15000.0
169195,30,Renato Augusto,Beijing Sinobo Guoan FC,Brazil,LCM,Right,36300000.0,16500000.0,28000.0
167905,32,A. Valencia,Manchester United,Ecuador,RM,Right,18500000.0,10000000.0,120000.0
164835,33,L. Fabiański,West Ham United,Poland,GK,Right,17100000.0,9000000.0,70000.0
162347,31,João Moutinho,Wolverhampton Wanderers,Portugal,RCM,Right,28500000.0,15000000.0,85000.0
161956,33,Borja Valero,Inter,Spain,CAM,Right,18700000.0,11000000.0,74000.0
159261,35,F. Quagliarella,Sampdoria,Italy,RS,Right,13600000.0,8000000.0,39000.0
159145,32,B. Gomis,Al Hilal,France,ST,Right,23800000.0,14000000.0,56000.0
157960,32,Manuel Fernandes,Lokomotiv Moscow,Portugal,LM,Right,29400000.0,14000000.0,1000.0
156519,28,H. Herrera,FC Porto,Mexico,CM,Right,35000000.0,17500000.0,20000.0
144622,33,Raffael,Borussia Mönchengladbach,Brazil,CF,Right,18700000.0,11000000.0,41000.0
139068,31,Nani,Sporting CP,Portugal,LM,Right,31000000.0,15500000.0,19000.0
138412,32,J. Milner,Liverpool,England,CM,Right,25700000.0,13500000.0,120000.0
112316,34,J. Mathieu,Sporting CP,France,LCB,Left,11000000.0,5500000.0,18000.0
45186,36,Joaquín,Real Betis,Spain,LS,Right,12600000.0,6000000.0,24000.0
239207,21,M. Gómez,RC Celta,Uruguay,ST,Right,44600000.0,20500000.0,25000.0
235790,19,K. Havertz,Bayer 04 Leverkusen,Germany,CAM,Left,41800000.0,22000000.0,32000.0
235569,21,T. Ndombele,Olympique Lyonnais,France,CM,Right,47300000.0,22500000.0,51000.0
234906,20,H. Aouar,Olympique Lyonnais,France,LM,Right,49400000.0,23500000.0,51000.0
234153,21,Carlos Soler,Valencia CF,Spain,RM,Right,48300000.0,21000000.0,31000.0
234035,22,Odriozola,Real Madrid,Spain,RB,Right,41600000.0,18500000.0,115000.0
230977,24,M. Almirón,Atlanta United,Paraguay,CAM,Left,30700000.0,19500000.0,11000.0
230347,30,Welington Dano,Cruzeiro,Brazil,LB,Left,20000000.0,10500000.0,34000.0
230234,34,Everton Andrão,Fluminense,Brazil,CDM,Right,8500000.0,4500000.0,34000.0
230142,21,Oyarzabal,Real Sociedad,Spain,CAM,Left,48300000.0,21000000.0,29000.0
228229,26,F. Balbuena,West Ham United,Paraguay,RCB,Right,30600000.0,15500000.0,80000.0
227536,27,M. Marega,FC Porto,Mali,RS,Right,32000000.0,16000000.0,19000.0
226851,22,B. Pavard,VfB Stuttgart,France,RB,Right,33299999.999999996,17500000.0,33000.0
226790,21,W. Ndidi,Leicester City,Nigeria,LDM,Right,33600000.0,17000000.0,50000.0
226753,22,A. Onana,Ajax,Cameroon,GK,Right,21400000.0,14500000.0,14000.0
226226,22,G. Lo Celso,Real Betis,Argentina,RCM,Left,,20000000.0,72000.0
224334,26,M. Acuña,Sporting CP,Argentina,LB,Left,25000000.0,12500000.0,16000.0
224293,21,Rúben Neves,Wolverhampton Wanderers,Portugal,LCM,Right,43100000.0,20500000.0,59000.0
221639,24,Mariano,Real Madrid,Dominican Republic,ST,Right,42500000.0,20000000.0,140000.0
221540,28,Raúl,SC Braga,Brazil,CB,Left,24000000.0,12000000.0,19000.0
220477,24,M. Caldara,Milan,Italy,CB,Right,33299999.999999996,17500000.0,73000.0
219985,26,M. Vecino,Inter,Uruguay,LM,Right,25700000.0,14500000.0,63000.0
219809,23,T. Bakayoko,Milan,France,LCM,Right,,17000000.0,85000.0
218339,22,M. Dahoud,Borussia Dortmund,Germany,CM,Right,38000000.0,20000000.0,50000.0
216547,25,Rafa,SL Benfica,Portugal,RW,Right,38400000.0,18500000.0,17000.0
215785,23,K. Baldé,Inter,Senegal,RM,Right,,20000000.0,65000.0
215316,26,G. Rulli,Real Sociedad,Argentina,GK,Right,30500000.0,14000000.0,26000.0
214584,31,F. Armani,River Plate,Argentina,GK,Right,12600000.0,9000000.0,22000.0
212692,22,Rony Lopes,AS Monaco,Portugal,RM,Left,39500000.0,20000000.0,65000.0
212623,22,Santi Mina,Valencia CF,Spain,LS,Right,43500000.0,20000000.0,40000.0
211748,24,K. Demirbay,TSG 1899 Hoffenheim,Germany,RCM,Left,34600000.0,19500000.0,37000.0
211688,23,Gayà,Valencia CF,Spain,LB,Left,35900000.0,16500000.0,33000.0
211575,24,André Gomes,Everton,Portugal,LDM,Right,,19500000.0,130000.0
211256,25,N. Tagliafico,Ajax,Argentina,LB,Left,22100000.0,15000000.0,20000.0
210896,23,M. Sanson,Olympique de Marseille,France,RDM,Right,38500000.0,19500000.0,47000.0
209960,26,Pacheco,Deportivo Alavés,Spain,GK,Left,28300000.0,13000000.0,23000.0
208333,24,E. Can,Juventus,Germany,CM,Right,33600000.0,19500000.0,91000.0
208128,24,H. Çalhanoğlu,Milan,Turkey,CAM,Right,34600000.0,19500000.0,89000.0
207862,24,M. Ginter,Borussia Mönchengladbach,Germany,RWB,Right,27500000.0,15500000.0,28000.0
207599,25,M. Keane,Everton,England,RCB,Right,30600000.0,15500000.0,88000.0
207439,24,L. Paredes,,Argentina,CM,Right,,0.0,0.0
206413,28,T. Stepanenko,Shakhtar Donetsk,Ukraine,RDM,Left,25200000.0,12000000.0,1000.0
205988,22,L. Shaw,Manchester United,England,LB,Left,31800000.0,16500000.0,96000.0
205705,28,Z. Feddal,Real Betis,Morocco,CB,Left,25200000.0,12000000.0,29000.0
205693,24,S. Haller,Eintracht Frankfurt,France,RS,Right,33700000.0,19000000.0,41000.0
205525,25,Bernard,Everton,Brazil,LM,Right,34600000.0,17500000.0,97000.0
205114,30,T. Inui,Real Betis,Japan,LM,Right,29400000.0,14000000.0,30000.0
205070,26,Portu,Girona FC,Spain,RM,Right,38100000.0,17500000.0,37000.0
204529,24,M. Batshuayi,Valencia CF,Belgium,ST,Right,,19500000.0,105000.0
204399,30,E. Zahavi,Guangzhou R&F; FC,Israel,LS,Right,31200000.0,14500000.0,24000.0
204120,29,T. Vaclík,Sevilla FC,Czech Republic,GK,Right,25000000.0,11500000.0,17000.0
203841,26,N. Pope,Burnley,England,GK,Right,25700000.0,13000000.0,48000.0
203747,23,Héctor Bellerín,Arsenal,Spain,RB,Right,32600000.0,16500000.0,85000.0
203605,26,P. Kadeřábek,TSG 1899 Hoffenheim,Czech Republic,RWB,Right,24900000.0,14000000.0,39000.0
203042,25,J. Butland,Stoke City,England,GK,Right,27700000.0,14000000.0,39000.0
202849,25,J. Vestergaard,Southampton,Denmark,CB,Right,28600000.0,14500000.0,51000.0
202695,25,J. Tarkowski,Burnley,England,RCB,Right,30600000.0,15500000.0,56000.0
202477,24,Deulofeu,Watford,Spain,RS,Right,36500000.0,18500000.0,56000.0
202335,24,E. Dier,Tottenham Hotspur,England,CDM,Right,31800000.0,16500000.0,73000.0
201377,26,J. Murillo,Valencia CF,Colombia,LCB,Right,34800000.0,16000000.0,38000.0
201144,29,M. Badelj,Lazio,Croatia,CDM,Right,19600000.0,11500000.0,53000.0
201119,28,Ismaily,Shakhtar Donetsk,Brazil,LB,Left,24200000.0,11500000.0,1000.0
200536,25,N. Schulz,TSG 1899 Hoffenheim,Germany,LWB,Left,25700000.0,14500000.0,37000.0
200458,24,L. Digne,Everton,France,LB,Left,31600000.0,16000000.0,79000.0
200318,26,M. Uth,FC Schalke 04,Germany,ST,Left,31100000.0,17500000.0,42000.0
200315,26,Cristian Tello,Real Betis,Spain,LM,Right,33600000.0,16000000.0,30000.0
199206,29,D. Vida,Beşiktaş JK,Croatia,LCB,Right,21900000.0,11500000.0,55000.0
199110,27,L. Muriel,Sevilla FC,Colombia,ST,Right,38100000.0,17500000.0,24000.0
199069,26,V. Aboubakar,FC Porto,Cameroon,ST,Right,37400000.0,18000000.0,19000.0
198784,24,A. Oxlade-Chamberlain,Liverpool,England,CM,Right,38500000.0,19500000.0,94000.0
197853,25,S. Aurier,Tottenham Hotspur,Ivory Coast,RB,Right,29800000.0,15500000.0,82000.0
197061,26,J. Matip,Liverpool,Cameroon,CB,Right,29600000.0,15000000.0,99000.0
195861,28,Y. Rakitskyi,Shakhtar Donetsk,Ukraine,LCB,Left,25200000.0,12000000.0,1000.0
194879,28,Sergi Enrich,SD Eibar,Spain,RS,Right,32600000.0,15500000.0,34000.0
194794,28,A. Yarmolenko,West Ham United,Ukraine,RM,Left,28500000.0,15000000.0,92000.0
194229,27,Hugo Mallo,RC Celta,Spain,RB,Right,29400000.0,13500000.0,27000.0
194022,27,André Almeida,SL Benfica,Portugal,RB,Right,24000000.0,12000000.0,15000.0
193886,28,D. Didavi,VfB Stuttgart,Germany,CAM,Left,25500000.0,15000000.0,44000.0
193352,25,R. Rodríguez,Milan,Switzerland,LB,Left,27500000.0,15500000.0,81000.0
193061,27,R. Pereyra,Watford,Argentina,LM,Right,29500000.0,15500000.0,65000.0
192789,27,Mario Gaspar,Villarreal CF,Spain,RB,Right,25200000.0,12000000.0,35000.0
191687,29,Maicon,Galatasaray SK,Brazil,CB,Right,21900000.0,11500000.0,63000.0
190815,28,D. Blind,Ajax,Netherlands,LB,Left,16800000.0,12000000.0,22000.0
190778,27,J. Zoet,PSV,Netherlands,GK,Right,18400000.0,12500000.0,16000.0
190544,26,A. Ljajić,Beşiktaş JK,Serbia,CAM,Right,,17500000.0,52000.0
190286,27,Canales,Real Betis,Spain,RCM,Left,32600000.0,15500000.0,30000.0
190264,28,Iago Falqué,Torino,Spain,RW,Left,25500000.0,15000000.0,59000.0
189805,27,L. de Jong,PSV,Netherlands,ST,Right,22400000.0,16000000.0,23000.0
189690,31,Guaita,Crystal Palace,Spain,GK,Right,17100000.0,9000000.0,48000.0
189575,25,Muniain,Athletic Club de Bilbao,Spain,CAM,Right,40200000.0,18500000.0,31000.0
189354,30,Susaeta,Athletic Club de Bilbao,Spain,RW,Right,29400000.0,14000000.0,33000.0
189251,28,S. Rudy,FC Schalke 04,Germany,CDM,Right,20400000.0,12000000.0,37000.0
188943,27,K. Trapp,Eintracht Frankfurt,Germany,GK,Right,,11500000.0,61000.0
188942,27,V. Wanyama,Tottenham Hotspur,Kenya,CDM,Right,27900000.0,14500000.0,86000.0
188829,28,N. Nkoulou,Torino,Cameroon,CB,Right,20400000.0,12000000.0,50000.0
188388,28,R. Boudebouz,Real Betis,Algeria,CAM,Left,31500000.0,15000000.0,31000.0
188005,28,Camacho,VfL Wolfsburg,Spain,CDM,Right,24000000.0,13500000.0,51000.0
186569,29,S. Ulreich,FC Bayern München,Germany,GK,Right,16500000.0,10000000.0,61000.0
186547,27,M. Musacchio,Milan,Argentina,RCB,Right,21300000.0,12500000.0,85000.0
186537,31,C. Stuani,Girona FC,Uruguay,ST,Right,28400000.0,13500000.0,41000.0
185122,28,P. Gulácsi,RB Leipzig,Hungary,GK,Right,17900000.0,10500000.0,45000.0
184120,34,Bruno,Villarreal CF,Spain,CM,Left,14700000.0,7000000.0,39000.0
183427,28,F. Delph,Manchester City,England,LB,Left,21300000.0,11500000.0,120000.0
180819,30,A. Lallana,Liverpool,England,CM,Right,25700000.0,13500000.0,110000.0
180334,31,Marcelo,Olympique Lyonnais,Brazil,RCB,Right,19000000.0,10000000.0,64000.0
180216,29,S. Coleman,Everton,Republic of Ireland,RWB,Right,20900000.0,11000000.0,97000.0
180175,28,Alexandre Pato,Tianjin Quanjian FC,Brazil,ST,Right,33299999.999999996,15500000.0,35000.0
178424,31,Antunes,Getafe CF,Portugal,LB,Left,20000000.0,9500000.0,27000.0
177604,32,Nacho Monreal,Arsenal,Spain,LB,Left,15200000.0,8000000.0,99000.0
177600,31,Beñat,Athletic Club de Bilbao,Spain,LCM,Right,26300000.0,12500000.0,30000.0
176915,32,A. Fernández,Beijing Renhe FC,Argentina,LDM,Right,23700000.0,11000000.0,20000.0
176600,31,K. Gameiro,Valencia CF,France,ST,Right,28400000.0,13500000.0,45000.0
176376,33,I. Piatti,Montreal Impact,Argentina,LW,Right,13500000.0,9000000.0,13000.0
176104,31,V. Birsa,Chievo Verona,Slovenia,CAM,Left,22100000.0,13000000.0,23000.0
173373,31,S. Romero,Manchester United,Argentina,GK,Right,16700000.0,9000000.0,91000.0
173208,31,D. Criscito,Genoa,Italy,LCB,Left,17000000.0,10000000.0,21000.0
172114,32,D. Valeri,Portland Timbers,Argentina,RF,Right,17300000.0,11500000.0,12000.0
171833,28,D. Sturridge,Liverpool,England,ST,Left,29500000.0,15500000.0,125000.0
171579,31,Raúl García,Athletic Club de Bilbao,Spain,CAM,Right,27300000.0,13000000.0,30000.0
170815,30,S. Defour,Burnley,Belgium,LCM,Right,25700000.0,13500000.0,65000.0
166706,33,M. Škrtel,Fenerbahçe SK,Slovakia,LCB,Right,11400000.0,6000000.0,68000.0
165109,31,S. Radu,Lazio,Romania,LCB,Left,17000000.0,10000000.0,51000.0
164468,32,G. Cahill,Chelsea,England,CB,Right,15700000.0,8500000.0,99000.0
163711,33,L. Diarra,Paris Saint-Germain,France,CDM,Right,11100000.0,6000000.0,75000.0
159147,32,L. Perrin,AS Saint-Étienne,France,RCB,Right,16200000.0,8500000.0,37000.0
158625,34,Dante,OGC Nice,Brazil,CB,Left,8500000.0,4500000.0,37000.0
156713,33,A. Granqvist,,Sweden,LCB,Right,,0.0,0.0
153244,32,A. Gignac,Tigres U.A.N.L.,France,ST,Right,19200000.0,12000000.0,70000.0
150418,32,M. Gómez,VfB Stuttgart,Germany,LS,Right,20400000.0,12000000.0,46000.0
148119,32,I. Akinfeev,PFC CSKA Moscow,Russia,GK,Right,18700000.0,8500000.0,1000.0
147782,34,I. Denisov,Lokomotiv Moscow,Russia,RDM,Right,9400000.0,4500000.0,1000.0
146760,33,Juanfran,Atlético Madrid,Spain,RB,Right,11300000.0,5500000.0,53000.0
146748,36,Diego López,RCD Espanyol,Spain,GK,Right,4200000.0,2000000.0,17000.0
146562,33,Santi Cazorla,Villarreal CF,Spain,LCM,Right,17900000.0,8500000.0,39000.0
146536,32,Jesús Navas,Sevilla FC,Spain,RM,Right,24200000.0,11500000.0,22000.0
142754,34,J. Mascherano,Hebei China Fortune FC,Argentina,LDM,Right,9700000.0,4500000.0,20000.0
140293,34,A. Mirante,Roma,Italy,GK,Right,10200000.0,6000000.0,51000.0
139997,36,D. Srna,Cagliari,Croatia,RB,Right,2900000.0,1700000.0,27000.0
121944,33,B. Schweinsteiger,Chicago Fire,Germany,LCB,Right,8700000.0,6000000.0,11000.0
110677,34,Moyá,Real Sociedad,Spain,GK,Right,12600000.0,6000000.0,26000.0
54050,32,W. Rooney,DC United,England,ST,Right,18000000.0,12000000.0,13000.0
49369,34,Fernando Torres,Sagan Tosu,Spain,LS,Right,10000000.0,8000000.0,10000.0
